,Artist,Title,Album,Path,OK/KO,Style,Genres,Labels
39,DJ Heartstring,I Wish U Could Stay,Sensual Hits Volume 2,/Volumes/TOSHIBA/Rekordbox_database_selected/Dj Heartstring - I Wish U Could Stay.mp3,OK,error,error,error
58,Al Wootton,Every Tongue Confess,Every Knee Shall Bow / Every Tongue Confess,/Volumes/TOSHIBA/Rekordbox_database_selected/Al Wootton - Every Tongue Confess.mp3,OK,error,error,error
101,At One,Versa - Rainfall In Dub,Rainfall In Dub,/Volumes/TOSHIBA/Rekordbox_database_selected/At One - Rainfall In Dub - 01 Versa - Rainfall In Dub.mp3,OK,error,error,error
103,At One,Versa - Road To Righteousness,Rainfall In Dub,/Volumes/TOSHIBA/Rekordbox_database_selected/At One - Rainfall In Dub - 02 Versa - Road To Righteousness.mp3,OK,error,error,error
114,Batu,SYX,"Sharpen, Moving",/Volumes/TOSHIBA/Rekordbox_database_selected/Batu - SYX.mp3,OK,error,error,error
152,Babe Roots feat Kojo Neatness,Rawness,Be Still / Rawness,/Volumes/TOSHIBA/Rekordbox_database_selected/Babe Roots feat Kojo Neatness - Be Still - Rawness - 02 Rawness.mp3,OK,error,error,error
154,BABE ROOTS,Babe Roots Feat. Danny Coxson - World Struggle,MUSIC MISSION EP,/Volumes/TOSHIBA/Rekordbox_database_selected/BABE ROOTS - MUSIC MISSION EP - 02 Babe Roots Feat. Danny Coxson - World Struggle.mp3,OK,error,error,error
156,BABE ROOTS,Babe Roots Feat. Galas - Music Mission,MUSIC MISSION EP,/Volumes/TOSHIBA/Rekordbox_database_selected/BABE ROOTS - MUSIC MISSION EP - 03 Babe Roots Feat. Galas - Music Mission.mp3,OK,error,error,error
158,Babe Roots feat Kojo Neatness,Be Still feat. Kojo Neatness & E.Pertoldi,Be Still / Rawness,/Volumes/TOSHIBA/Rekordbox_database_selected/Babe Roots feat Kojo Neatness - Be Still - Rawness - 01 Be Still feat. Kojo Neatness & E.Pertoldi.mp3,OK,error,error,error
204,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Que Te Gusta,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 02 Que Te Gusta.mp3",OK,error,error,error
206,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Traviesa,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 04 Traviesa.mp3",OK,error,error,error
208,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Pensamientos,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 06 Pensamientos.mp3",OK,error,error,error
210,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Dimension Ft. La Zowi,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 05 Dimension Ft. La Zowi.mp3",OK,error,error,error
212,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Duro 2005,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 09 Duro 2005.mp3",OK,error,error,error
214,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",No Quieres Lio,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 12 No Quieres Lio.mp3",OK,error,error,error
216,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Vicio,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 15 Vicio.mp3",OK,error,error,error
218,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari","No Practice Ft. Rue Maneli, Bootychaaain & Sickboyrari",Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 14 No Practice Ft. Rue Maneli, Bootychaaain & Sickboyrari.mp3",OK,error,error,error
220,"Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari",Power,Dimen5ión,"/Volumes/TOSHIBA/Rekordbox_database_selected/Brooke Candy, La Zowi, Enzo Langston, Yung Beef, Rue Maneli, Bootychaaain, Sickboyrari - Dimen5ión - 13 Power.mp3",OK,error,error,error
244,Marino Stephano,Eternal Rhapsody,Future Trance 5,/Volumes/TOSHIBA/Rekordbox_database_selected/Marino Stephano - Eternal Rhapsody.mp3,OK,error,error,error
245,Terry Bones,Dreaming,Future Trance 5,/Volumes/TOSHIBA/Rekordbox_database_selected/Terry Bones - Dreaming.mp3,OK,error,error,error
246,CASH FROM HASH,SENSORY NERVE,CASH FROM HASH - AXON,/Volumes/TOSHIBA/Rekordbox_database_selected/CASH FROM HASH - CASH FROM HASH - AXON - 02 SENSORY NERVE.mp3,OK,error,error,error
247,Camboja,Chasing Drinks And Shadows (Giesse Remix),Chasing Drinks And Shadows Ep,/Volumes/TOSHIBA/Rekordbox_database_selected/Camboja - Chasing Drinks And Shadows (giesse Remix).mp3,OK,error,error,error
249,CASH FROM HASH,INVOLUNTARY CONTRACTION,CASH FROM HASH - AXON,/Volumes/TOSHIBA/Rekordbox_database_selected/CASH FROM HASH - CASH FROM HASH - AXON - 01 INVOLUNTARY CONTRACTION.mp3,OK,error,error,error
269,Meo Lorenzo,Dream’s Road,Future Trance 5,/Volumes/TOSHIBA/Rekordbox_database_selected/Meo Lorenzo - Dream’s Road.mp3,OK,error,error,error
271,Miss Peppermint,Let Me Hear the DJ,Future Trance 5,/Volumes/TOSHIBA/Rekordbox_database_selected/Miss Peppermint - Let Me Hear the DJ.mp3,OK,error,error,error
277,Veracocha,Carte Blanche,"Dream Dance, Vol. 88",/Volumes/TOSHIBA/Rekordbox_database_selected/Veracocha - Carte Blanche.mp3,OK,error,error,error
278,Clara! y Maoupa,Truenos,Luna Nueva,/Volumes/TOSHIBA/Rekordbox_database_selected/Clara! y Maoupa - Truenos.mp3,OK,error,error,error
321,Digiaches,I See White,I See White,/Volumes/TOSHIBA/Rekordbox_database_selected/Digiaches - I See White.mp3,OK,error,error,error
322,Distro,Distro - Lust,MOM046: Distro - Lust / Liquor,/Volumes/TOSHIBA/Rekordbox_database_selected/Distro - MOM046- Distro - Lust - Liquor - 01 Distro - Lust.mp3,OK,error,error,error
324,Distro,Distro - Liquor,MOM046: Distro - Lust / Liquor,/Volumes/TOSHIBA/Rekordbox_database_selected/Distro - MOM046- Distro - Lust - Liquor - 02 Distro - Liquor.mp3,OK,error,error,error
333,DJ LUKINHAS ((CALMO)),DJ LUKINHAS - BATEU A QUIMICA [[MTG RAQUEL DOS TECLADOS HOTEL ROOM SERVICE 2024]],DJ LUKINHAS - BATEU A QUIMICA [[MTG RAQUEL DOS TECLADOS HOTEL ROOM SERVICE 2024]],/Volumes/TOSHIBA/Rekordbox_database_selected/DJ LUKINHAS ((CALMO)) -  01 DJ LUKINHAS - BATEU A QUIMICA [[MTG RAQUEL DOS TECLADOS HOTEL ROOM SERVICE 2024]].mp3,OK,error,error,error
337,DJ BeBeDeRa,Tarraxo Reboleixon Au Rubro,Tarraxo Funguiça Das Negras [SP],/Volumes/TOSHIBA/Rekordbox_database_selected/DJ BeBeDeRa - Tarraxo Funguiça Das Negras -SP- - 02 Tarraxo Reboleixon Au Rubro.mp3,OK,error,error,error
412,dstrtdvsn,No Signal,73 Explore your mind (electro),/Volumes/TOSHIBA/Rekordbox_database_selected/dstrtdvsn - 73 Explore your mind (electro) - 03 No Signal.mp3,OK,error,error,error
414,dstrtdvsn,Destroy the Future,73 Explore your mind (electro),/Volumes/TOSHIBA/Rekordbox_database_selected/dstrtdvsn - 73 Explore your mind (electro) - 01 Destroy the Future.mp3,OK,error,error,error
416,dstrtdvsn,Overdose,73 Explore your mind (electro),/Volumes/TOSHIBA/Rekordbox_database_selected/dstrtdvsn - 73 Explore your mind (electro) - 04 Overdose.mp3,OK,error,error,error
418,Dubkasm ft Rider Shafique (Egoless remix),Enter The Gates - Egoless Remix,Dubkasm ft Rider Shafique - Enter the Gates (Egoless Remix),/Volumes/TOSHIBA/Rekordbox_database_selected/Dubkasm ft Rider Shafique (Egoless remix) - Dubkasm ft Rider Shafique - Enter the Gates (Egoless Remix) - 01 Enter The Gates - Egoless Remix.mp3,OK,error,error,error
420,Dubkasm ft Rider Shafique (Egoless remix),Enter The Gates - Instrumental (Egoless Remix),Dubkasm ft Rider Shafique - Enter the Gates (Egoless Remix),/Volumes/TOSHIBA/Rekordbox_database_selected/Dubkasm ft Rider Shafique (Egoless remix) - Dubkasm ft Rider Shafique - Enter the Gates (Egoless Remix) - 02 Enter The Gates - Instrumental (Egoless Remix).mp3,OK,error,error,error
422,Ebb ft. Akcept,Wild Wood,Fox & Hound 002,/Volumes/TOSHIBA/Rekordbox_database_selected/Ebb ft. Akcept - Wild Wood.mp3,OK,error,error,error
454,Flowdan,One Question,Full Metal Jacket,/Volumes/TOSHIBA/Rekordbox_database_selected/Flowdan - One Question.mp3,OK,error,error,error
458,Flowdan,Boss,Full Metal Jacket,/Volumes/TOSHIBA/Rekordbox_database_selected/Flowdan - Boss.mp3,OK,error,error,error
482,Flowdan,Coldest,Full Metal Jacket,/Volumes/TOSHIBA/Rekordbox_database_selected/Flowdan - Coldest.mp3,OK,error,error,error
484,Batenko,Sea Dreaming,FBN005 - Locked Up,/Volumes/TOSHIBA/Rekordbox_database_selected/Batenko - FBN005 - Locked Up - 01 Sea Dreaming.mp3,OK,error,error,error
486,"Francois Dillinger, The Droid",Faulty Install,FBN005 - Locked Up,"/Volumes/TOSHIBA/Rekordbox_database_selected/Francois Dillinger, The Droid - FBN005 - Locked Up - 08 Faulty Install.mp3",OK,error,error,error
488,Gavnlig,Canola,FBN005 - Locked Up,/Volumes/TOSHIBA/Rekordbox_database_selected/Gavnlig - FBN005 - Locked Up - 02 Canola.mp3,OK,error,error,error
490,PanicMan,Raw Hits,FBN005 - Locked Up,/Volumes/TOSHIBA/Rekordbox_database_selected/PanicMan - FBN005 - Locked Up - 06 Raw Hits.mp3,OK,error,error,error
494,Flowdan,News at Ten,Full Metal Jacket,/Volumes/TOSHIBA/Rekordbox_database_selected/Flowdan - News at Ten.mp3,OK,error,error,error
507,Hypho & Rakay,Graft,Round Ere,/Volumes/TOSHIBA/Rekordbox_database_selected/hypho_and_rakay-graft-mkd.mp3,OK,error,error,error
509,Hypho & Rakay,Round Ere,Round Ere,/Volumes/TOSHIBA/Rekordbox_database_selected/hypho_and_rakay-round_ere-mkd.mp3,OK,error,error,error
513,Flowdan,Welcome to London,Full Metal Jacket,/Volumes/TOSHIBA/Rekordbox_database_selected/Flowdan - Welcome to London.mp3,OK,error,error,error
528,"Fred Again.., Lil Yatchy, Overmono",Stayinit (Dj Lukinhas Edit),Rekordbox Database,"/Volumes/TOSHIBA/Rekordbox_database_selected/Fred again.., Lil Yatchy, Overmono - stayinit (dj lukinhas edit).mp3",OK,error,error,error
544,Gavnlig,Canola,FBN005 - Locked Up,/Volumes/TOSHIBA/Rekordbox_database_selected/Gavnlig - Canola.mp3,OK,error,error,error
545,Sugar,Drowner,Kulør 001,/Volumes/TOSHIBA/Rekordbox_database_selected/Sugar - Drowner.mp3,OK,error,error,error
560,Jerico,Run That,Run That,/Volumes/TOSHIBA/Rekordbox_database_selected/Jerico - Run That - 02 Run That.mp3,OK,error,error,error
581,Hi5Ghost,No Sleep,Hi5Ghost - No Sleep / Peder Mannerfelt Remix,/Volumes/TOSHIBA/Rekordbox_database_selected/Hi5Ghost - Hi5Ghost - No Sleep - Peder Mannerfelt Remix - 01 No Sleep.mp3,OK,error,error,error
584,Hi5Ghost,Hi5Ghost - No Sleep - Peder Mannerfelt Remix,Hi5Ghost - No Sleep / Peder Mannerfelt Remix,/Volumes/TOSHIBA/Rekordbox_database_selected/Hi5Ghost - Hi5Ghost - No Sleep - Peder Mannerfelt Remix - 02 Hi5Ghost - No Sleep - Peder Mannerfelt Remix.mp3,OK,error,error,error
590,Solotape,LFJ2,Omnia Vanitas,/Volumes/TOSHIBA/Rekordbox_database_selected/Solotape - Omnia Vanitas - 03 LFJ2.mp3,OK,error,error,error
599,2Beast & Ko$te,Purgatory ft. Ko$te (prod. Hexmane),Omnia Vanitas,/Volumes/TOSHIBA/Rekordbox_database_selected/2Beast & Ko$te - Omnia Vanitas - 06 Purgatory ft. Ko$te (prod. Hexmane).mp3,OK,error,error,error
601,Buttechno,y-x4-rec,Omnia Vanitas,/Volumes/TOSHIBA/Rekordbox_database_selected/Buttechno - Omnia Vanitas - 05 y-x4-rec.mp3,OK,error,error,error
603,Kuzma Palkin,Fordyzm (ft. MC Supreme Cam Vocal),Omnia Vanitas,/Volumes/TOSHIBA/Rekordbox_database_selected/Kuzma Palkin - Omnia Vanitas - 02 Fordyzm (ft. MC Supreme Cam Vocal).mp3,OK,error,error,error
606,Hotline Recordings,A Wa Yu Want Ft. Miss Red & Rider Shafique,Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique,/Volumes/TOSHIBA/Rekordbox_database_selected/Hotline Recordings - Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique - 01 A Wa Yu Want Ft. Miss Red & Rider Shafique.mp3,OK,error,error,error
609,Hotline Recordings,A Wa Yu Want (Instrumental),Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique,/Volumes/TOSHIBA/Rekordbox_database_selected/Hotline Recordings - Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique - 02 A Wa Yu Want (Instrumental).mp3,OK,error,error,error
613,Hotline Recordings,A Wa Yu Want Ft. Miss Red & Rider Shafique (Kahn Remix),Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique,/Volumes/TOSHIBA/Rekordbox_database_selected/Hotline Recordings - Ishan Sound - A Wa Yu Want Ft. Miss Red & Rider Shafique - 03 A Wa Yu Want Ft. Miss Red & Rider Shafique (Kahn Remix).mp3,OK,error,error,error
638,Whitearmor,Divine Mercy,Feelings Eternal,/Volumes/TOSHIBA/Rekordbox_database_selected/Whitearmor - Divine Mercy.mp3,OK,error,error,error
652,Jerico,Li Do,Run That,/Volumes/TOSHIBA/Rekordbox_database_selected/Jerico - Run That - 03 Li Do.mp3,OK,error,error,error
657,JLZ,BADSISTA - BABYLON (JLZ MANDELA EDIT),Só para Clubberzinhos Vol.1,/Volumes/TOSHIBA/Rekordbox_database_selected/JLZ - BADSISTA - BABYLON (JLZ MANDELA EDIT).mp3,OK,error,error,error
690,Sugar,Same But Different,Kulør 001,/Volumes/TOSHIBA/Rekordbox_database_selected/Sugar - Same But Different.mp3,OK,error,error,error
695,JV & Palf,Gully,JV & Palf - Wren EP,/Volumes/TOSHIBA/Rekordbox_database_selected/JV & Palf - JV & Palf - Wren EP - 03 Gully.mp3,OK,error,error,error
697,JV & Palf,Don't Stop,JV & Palf - Wren EP,/Volumes/TOSHIBA/Rekordbox_database_selected/JV & Palf - JV & Palf - Wren EP - 01 Don't Stop.mp3,OK,error,error,error
699,JV & Palf,JBNT,JV & Palf - Wren EP,/Volumes/TOSHIBA/Rekordbox_database_selected/JV & Palf - JV & Palf - Wren EP - 02 JBNT.mp3,OK,error,error,error
716,Minor Science,Naturally Spineless,Whities 008 [Ep],/Volumes/TOSHIBA/Rekordbox_database_selected/Minor Science - Naturally Spineless.mp3,OK,error,error,error
720,Kaval,Nenufar,TRIBY BALAD,/Volumes/TOSHIBA/Rekordbox_database_selected/Kaval - TRIBY BALAD - 03 Nenufar.mp3,OK,error,error,error
723,Kaval,Jumbo,TRIBY BALAD,/Volumes/TOSHIBA/Rekordbox_database_selected/Kaval - TRIBY BALAD - 01 Jumbo.mp3,OK,error,error,error
725,Kaval,Drum Hiss,TRIBY BALAD,/Volumes/TOSHIBA/Rekordbox_database_selected/Kaval - TRIBY BALAD - 02 Drum Hiss.mp3,OK,error,error,error
727,Kaval,Tapion Riddim,TRIBY BALAD,/Volumes/TOSHIBA/Rekordbox_database_selected/Kaval - TRIBY BALAD - 06 Tapion Riddim.mp3,OK,error,error,error
729,Kaval,Gyal Inna Jungle,TRIBY BALAD,/Volumes/TOSHIBA/Rekordbox_database_selected/Kaval - TRIBY BALAD - 05 Gyal Inna Jungle.mp3,OK,error,error,error
755,Kengu,Dj Ibon & Vilde Tuv - Closer,Dj Ibon & Vilde Tuv - Closer EP,/Volumes/TOSHIBA/Rekordbox_database_selected/Kengu - Dj Ibon & Vilde Tuv - Closer EP - 01 Dj Ibon & Vilde Tuv - Closer.mp3,OK,error,error,error
756,wen-music,"Dizzee Rascal ""Strings Hoe (Wen refix)""",Strings Hoe (Wen refix),/Volumes/TOSHIBA/Rekordbox_database_selected/wen-music - Strings Hoe (Wen refix) - 01 Dizzee Rascal -Strings Hoe (Wen refix)-.mp3,OK,error,error,error
757,Kengu,Dj Ibon & Vilde Tuv - Mineral Hool,Dj Ibon & Vilde Tuv - Closer EP,/Volumes/TOSHIBA/Rekordbox_database_selected/Kengu - Dj Ibon & Vilde Tuv - Closer EP - 02 Dj Ibon & Vilde Tuv - Mineral Hool.mp3,OK,error,error,error
759,Kengu,Dj Ibon & Vilde Tuv - Napoca Dogs,Dj Ibon & Vilde Tuv - Closer EP,/Volumes/TOSHIBA/Rekordbox_database_selected/Kengu - Dj Ibon & Vilde Tuv - Closer EP - 03 Dj Ibon & Vilde Tuv - Napoca Dogs.mp3,OK,error,error,error
766,King Doudou,Punjabi,FRUTA PROHIBIDA,/Volumes/TOSHIBA/Rekordbox_database_selected/King Doudou - FRUTA PROHIBIDA - 08 Punjabi.mp3,OK,error,error,error
